Meal_name,Street Food / Snacks,Prawn Stir-Fry with Rice,Fried Rice and BBQ Chicken,Grilled Fish with Plantain and Veggies,Ofada Rice and Stew with Assorted Meats,Chicken Suya Skewers,Egusi Soup with Pounded Yam,Grilled Beef Skewers with Spicy Sauce,Special Fried Rice,Coconut Candy,Pounded yam with Efo Riro,Ofada Rice with Sauce,Semovita with Egusi and Fish,Veggie Stir-Fry with Rice or Noodles,Spring Rolls,Okra Soup with Garri,Grilled Plantain with Spicy Sauce,Deep Fried Potatoes,Nigerian Puff Puff (Deep-Fried Dough Balls),Moi Moi (Steamed Bean Pudding),Bean Porridge with Plantain,Beef Suya Skewers,Okra Soup with Fufu,Chin Chin,Ogbono Soup with Eba,Chinese Fried Rice,Akara (Bean Cake),Fried Rice with Beef Stir-Fry,Grilled Fish with Plantain,Nigerian Salad,"Suya Platter (Beef, Chicken, and Innards)",Barbecue Ribs with Coleslaw,"Amala with Ewedu, Stew, Gbegiri Soup and Beef",Peppered Snails,Coconut Rice with Grilled Fish,Efo Riro and Semo,BBQ Chicken Wings with French Fries,Pounded Yam with Egusi Soup,Plantain Chips with Suya Dip,Jollof Rice with Grilled Chicken,Suya (Beef Skewers),"Assorted Suya Platter (Turkey, Beef, Chicken, Fish)",Fisherman's Soup with Eba,Vegetable Stir-Fry with Rice,Chicken Wings,Nkwobi,Smokey Jollof Rice,Turkey Suya,Coconut Rice with Sauce and Fried Plantain,White Rice and Beans with Beef Stir-Fry,Plantain and Beans Porridge,Chocolate Cake,Vegetable Soup with Amala,Jollof Spaghetti with Grilled Chicken,Vegetable Stir-Fry,Donut,Bread and Ewa Agoyin,Garri with Afang Soup,Fruit Salad,Plantain Mosa (Sweet Plantain Fritters),Plantain Chips,Fish Suya Skewers,"Amala with Stew, Ewedu and Assorted meats",Veggie Suya Skewers,White Rice with Beans and Assorted meats,Starch with Banga Soup,Afang Soup with Fufu,Sweet Plantain Fritters,Coconut Curry Shrimp,Chocolate Bread,Salad,Ofada Rice with Assorted Meats,Stir Fry Pasta,White Rice and Beans with Grilled Turkey
Pounded yam with Efo Riro,0.1841090586040815,0.178021318897457,0.2040712087441704,0.18753533864413297,0.2022481028281986,0.18760691729463194,0.5094281033475931,0.15901723989400468,0.20621739752541415,0.21597027960418208,1.0,0.2250930425436939,0.2159587544846886,0.15734669831460008,0.20147436452833073,0.19340744725091613,0.18298128960409954,0.19217505738287577,0.11771057120855483,0.1122348605000804,0.20171685297692146,0.18760691729463194,0.19913069524132193,0.15955857481681726,0.26321021292212243,0.19306712404367374,0.15694291273092129,0.17708188311800782,0.19445168753688924,0.22029370000915371,0.17240835335107474,0.17186794990677623,0.17574354191244293,0.18477407922205893,0.18726244479925377,0.48138114805681126,0.15159914482367126,0.49285871007175086,0.17074860098903366,0.20758557002615535,0.17696701715770272,0.12878289908316493,0.1787717187364953,0.1953590513064683,0.2091942941774912,0.2420606664106902,0.1857913903201239,0.23450033961206604,0.22091712071591824,0.19484885717952355,0.2017216991252016,0.19737656558916616,0.42375807234026935,0.214681860566744,0.17983106034006388,0.24206066641069024,0.19913214139245777,0.5209993268864895,0.19539027978393242,0.1398968420688092,0.21157947280067124,0.16465203672953854,0.47202933861391344,0.17755668589767565,0.21614300752168086,0.5037399569727394,0.267600175187557,0.2015359229097408,0.15498041348975233,0.19737656558916616,0.26284833150046233,0.17915003572422306,0.2020771512302948,0.1853134340664241
Ofada Rice with Sauce,0.22321398603363218,0.3421121609524755,0.3779286828647258,0.22736801099473974,0.5499111254836863,0.22745479301412488,0.2120485107557225,0.33230994371644,0.6365659124543444,0.261842558648436,0.2250930425436939,0.9999999999999999,0.2618285855833344,0.30384934295477456,0.24426769834651021,0.23448736068062967,0.3823893691654527,0.2329932101109702,0.1427124009919561,0.136073644469747,0.24456169155677052,0.22745479301412488,0.2414262316231219,0.19344895770336507,0.21884759367776627,0.38915236569327305,0.19027772666923404,0.46922496544354136,0.23575339853002308,0.26708427738411294,0.20902804060144814,0.20837285498601574,0.2130716261729636,0.22402025762102057,0.49620103786250847,0.20655488409032594,0.18379893771631817,0.22748206814224764,0.20701575536481204,0.5360087112783705,0.21455496864605275,0.1561365011329376,0.21674299044170897,0.37543091815075946,0.25362734790397157,0.293474566765775,0.35983345124626903,0.28430841984593874,0.7523161833636196,0.472444547597389,0.24456756703124605,0.23929952327619863,0.2587985506618077,0.5026890872865424,0.21802733714195638,0.293474566765775,0.24142798493804243,0.24887036668908813,0.23689134860326372,0.16961105547146693,0.2565191405833701,0.1996242754463877,0.23951536814973962,0.21526988354967974,0.5966782746949469,0.24062593047277553,0.2224976521897845,0.24434233178275985,0.18789839084767995,0.23929952327619863,0.31867755036800255,0.5226215940161314,0.24499851747889623,0.4600642440448573
Semovita with Egusi and Fish,0.2141559501912573,0.20707468166881696,0.49342654276382414,0.31692440133944233,0.2352553153220665,0.34320378599465123,0.35140003082621635,0.18496910670497962,0.2398724052356015,0.2512169732026419,0.2159587544846886,0.2618285855833344,1.0,0.1830259300792127,0.23435530169935864,0.31351690980800156,0.21284412749432663,0.22353833281713803,0.13692112390261757,0.1887353864643696,0.23463736464896076,0.34320378599465123,0.23162914185204359,0.18559878834935728,0.20996674627758594,0.22457598617773647,0.2639169430525827,0.28811960321044305,0.34058453655187443,0.2562459827034403,0.2005456712057239,0.1999170730586372,0.20442516785212617,0.21492950323323992,0.416301901947037,0.19817287552198362,0.17634036670467026,0.3957724349021764,0.27781508926531057,0.24146386566749606,0.20584831620599145,0.3213844826933261,0.20794754795671752,0.3166804946717826,0.24333513616247934,0.28156535268906707,0.4801428771218507,0.27277116851588357,0.2569711466624454,0.22664850099905087,0.3246564482822776,0.2295887354469251,0.2482964912277,0.2497182821262813,0.2091797757971587,0.28156535268906724,0.23163082401734802,0.23877119350719325,0.2272782846348009,0.16272822950243432,0.2461095797357391,0.41089779796425435,0.2297958213236145,0.20653421982346926,0.25141789059137304,0.23086131696643902,0.21346868521423112,0.2344269065066564,0.18027346380226444,0.2295887354469251,0.30574559782915667,0.20838760687937258,0.23505646415111706,0.29151781939917254
Veggie Stir-Fry with Rice or Noodles,0.15767613315544493,0.4223940479960051,0.22530344233385965,0.1974985281071011,0.2364407524883414,0.1724192228146001,0.16502710411466495,0.17642421883929243,0.284324785576218,0.1849629715272075,0.15734669831460008,0.30384934295477456,0.1830259300792127,1.0,0.17254826552067054,0.2697237306983747,0.2560334437178694,0.16458407949507503,0.1310397844619655,0.10314890143276519,0.3180580361951004,0.1724192228146001,0.3139802993152293,0.1366504140516624,0.1703185016409269,0.2440516833264697,0.14423761889775122,0.5093699389526747,0.18149496450908187,0.31261929096048147,0.15230021400276836,0.1604160285966219,0.157509640960312,0.17014386310584514,0.32338186609967423,0.17962132561071997,0.16819409467834284,0.17486010747982317,0.15912813492829778,0.25700572696087776,0.19775215539751145,0.11835729562603774,0.1668597848560838,0.553635110497461,0.1926305112757923,0.20730750652929358,0.21692628755638582,0.2008326317782253,0.28272456341484414,0.4231773301182122,0.2688774502801542,0.18174849793485415,0.22469051245797922,0.23586960966929765,0.49024242127292506,0.20730750652929372,0.16514509552577428,0.17396775157664193,0.1799194841383431,0.15632801239882424,0.19482683397892225,0.15132265172911258,0.1631764278642568,0.44954562281469956,0.2766147650245714,0.16820464666925553,0.17315916571322199,0.17260098583556233,0.14270922830684404,0.18174849793485415,0.22511064274397766,0.2540667446773974,0.4072028264155145,0.2962714413994614
Spring Rolls,0.35231589398946067,0.19579279452025233,0.2293512470521636,0.19932806233834988,0.21496600448650108,0.2151011809093138,0.18531890466646533,0.17438020133561913,0.23176330251269014,0.25181345685404866,0.20147436452833073,0.24426769834651021,0.23435530169935864,0.17254826552067054,0.9999999999999997,0.21271488613168624,0.20065946398694298,0.22406909695814478,0.1362540834799677,0.12868316041271136,0.22120510617810837,0.2151011809093138,0.21836909476877875,0.1860394697315106,0.1912609346074402,0.2213615946332031,0.1799432896749298,0.1941901044917647,0.21386337062223792,0.2549976258120201,0.1906862753689981,0.1890251482750651,0.18679476588868377,0.36335336516878897,0.20535422982099752,0.1879098131786269,0.16624542983063165,0.20575665271492713,0.18724495179321482,0.22830837963239622,0.20290197675834762,0.14765635549679385,0.1966181051201445,0.2148613145156581,0.411375075354328,0.28223389481637845,0.21662597435153902,0.4487459629508186,0.23378295533700927,0.20773160067079796,0.22310728407087704,0.22686806938292736,0.22955166532097707,0.2329696349775255,0.2061857526424407,0.4632136013989499,0.22380033537108474,0.22275676943183867,0.22458499781092503,0.16039907466325426,0.41606546635998204,0.1887822051040164,0.2090598377711995,0.20357806292906316,0.22873080596965692,0.21537740963997165,0.19445088790164178,0.23498352422001584,0.17813719220230387,0.22686806938292736,0.30647155295977424,0.19645806529969337,0.2356145766712872,0.19696643845787243
Okra Soup with Garri,0.19438074679358117,0.2225243227074197,0.29985446743173116,0.20667067263932695,0.22288466671792925,0.21266826762824495,0.3022977788707211,0.18243687866709468,0.21053689898720465,0.22801954750611494,0.19340744725091613,0.23448736068062967,0.31351690980800156,0.2697237306983747,0.21271488613168624,1.0,0.31366655041809594,0.20289675832579898,0.13428554038295615,0.19043664474796607,0.3457830555865078,0.21266826762824495,0.6833408486468219,0.16846055900437298,0.31199059707711474,0.21885787261166414,0.26629588689539213,0.29239397573868303,0.24306206883786435,0.38314134646203846,0.20453666819911526,0.2148326918651114,0.27655357389621504,0.23067209830597543,0.3092039105147252,0.18492786116299376,0.17392626616250417,0.31538856239443186,0.2819365901012632,0.25947925035041247,0.2006070432209133,0.14598628047998663,0.31762217681977245,0.45067477944258,0.2611583128690192,0.25556555154325683,0.2905173874519769,0.24758342410062878,0.22407960103954633,0.23254427419150303,0.44711832216922026,0.24640505168565063,0.332963700976044,0.2236416652484094,0.3177981569135373,0.2555655515432569,0.2033032326105409,0.5006849733366497,0.243925371005018,0.15858487244748912,0.26413597164107167,0.18664697399052171,0.2003826368506286,0.3137788734563004,0.2192371452967975,0.29293008033744017,0.31719414496810816,0.21277987893671504,0.19347766378554326,0.24640505168565063,0.27751298799685464,0.20553477945165874,0.21335130310200467,0.2867437705992776
Grilled Plantain with Spicy Sauce,0.18336439527243573,0.31067917750621515,0.1968135990411988,0.4550653239844442,0.22924438286915935,0.22215275965855755,0.19191297087248416,0.6548427050169426,0.19888346054129882,0.21509674763804273,0.18298128960409954,0.3823893691654527,0.21284412749432663,0.2560334437178694,0.20065946398694298,0.31366655041809594,1.0000000000000002,0.19139776961890065,0.12673789588939136,0.13290173064796434,0.4378489449783201,0.22215275965855755,0.3240240704042687,0.1589132104832174,0.1980664316920273,0.22861840610218484,0.18584230088526674,0.19191680282768211,0.5117048632916975,0.5429845421086263,0.2619524297610403,0.27332125426233167,0.1992019665231738,0.19786334141618342,0.29873698787444336,0.1746152233253808,0.24184385682625434,0.22271538164421023,0.29546589406862644,0.33012291353382145,0.18913774914588669,0.15249691664206688,0.3119887600114852,0.3168316452507312,0.22401346674505282,0.24108160702232312,0.1850399224849406,0.2335518593716501,0.44276292206781404,0.20346205265542325,0.41813896673998746,0.21135857880687275,0.2240841997861947,0.3009362395097824,0.4565117368685967,0.24108160702232315,0.19205018519473097,0.20231020970883518,0.20923158595113375,0.3194508702259307,0.3532080929852712,0.1949709790573687,0.18976078636167673,0.4507381034093897,0.20761585806569333,0.19560819193933088,0.20136989074676587,0.31110453851799746,0.28006221438509765,0.21135857880687275,0.26178519253415244,0.19415821357482255,0.20125981260597303,0.2769128535940236
Deep Fried Potatoes,0.20475632520200726,0.18675572750989944,0.3472586721097552,0.190127820517351,0.20504397343192424,0.2051729106139406,0.1767652734469936,0.1663314599679391,0.35091074371190845,0.24019068447739086,0.19217505738287577,0.2329932101109702,0.22353833281713803,0.16458407949507503,0.22406909695814478,0.20289675832579898,0.19139776961890065,1.0000000000000002,0.3671208821300852,0.12274362445275354,0.21099510140003655,0.2051729106139406,0.20828998972688487,0.17745257990926908,0.18243304139132208,0.3638227946080598,0.1716377768452047,0.31052347243333706,0.20399223304483752,0.2432278840419482,0.1818849062854898,0.18030045063851874,0.17817301440566574,0.20257976311610076,0.19587584252743548,0.2966919672052889,0.15857215925279672,0.1962596910776675,0.1786024214036168,0.2177705141771399,0.3334831606089673,0.14084108743548118,0.1875429448428056,0.2049441155606697,0.2293532228012683,0.4418333847969735,0.20662732526338085,0.2607988339174797,0.337879055076423,0.19814348278305988,0.21280948183772172,0.21639668329057127,0.21895641442358404,0.2222166233162533,0.19666898534885652,0.26920702819292536,0.3388540863743595,0.2124751456504434,0.21421898980889223,0.15299565009044397,0.23196824825563808,0.1800687208204529,0.19941041340018967,0.19418165689157,0.2181734428861753,0.20543638965401242,0.18547575830866792,0.2241375589233433,0.169915042112905,0.21639668329057127,0.29232596620490564,0.3141500993784327,0.36885146621354625,0.18787520040952727
Nigerian Puff Puff (Deep-Fried Dough Balls),0.124510188177967,0.12360273271596232,0.21606824404644104,0.14878197684383038,0.135399628295622,0.13615218390078423,0.11677572520561064,0.13243102692745562,0.21834060399476132,0.23170969152151225,0.11771057120855483,0.1427124009919561,0.13692112390261757,0.1310397844619655,0.1362540834799677,0.13428554038295615,0.12673789588939136,0.3671208821300852,1.0,0.08145233441945722,0.16799165930759843,0.13615218390078423,0.1658378832456437,0.17118683282799685,0.12051999974036273,0.23805458128232654,0.11389836059459915,0.2278502720453846,0.1350105712599194,0.17112439293644788,0.12026505169513986,0.1193303611406461,0.11765554246268617,0.1343554283624533,0.1559538945981048,0.1418393805390853,0.1262531687992139,0.12995731530525242,0.1182651978365035,0.14412961260225832,0.15615653167286256,0.09346176149630127,0.12412374599296302,0.1356405668255181,0.15211218545118574,0.1637019892111436,0.1256479238229722,0.15858905386987976,0.21075990296349298,0.130788749052762,0.14071284889498992,0.2290625387293143,0.17742861540348948,0.13611155380314852,0.1305090022882327,0.16370198921114362,0.1304081125601375,0.13014472899209456,0.22675738326250067,0.1849688616117834,0.15384652880165756,0.11949311202226258,0.12256800031114044,0.12885841790784458,0.13410073305394335,0.12583336829721095,0.12253009746877763,0.21622339246633548,0.11269145504538913,0.2290625387293143,0.28200410686386346,0.14919780535030971,0.13666173906335816,0.14701921918002192
Moi Moi (Steamed Bean Pudding),0.11759181162946823,0.11710634828393066,0.18711591245406234,0.11950825796603973,0.14153133707014284,0.1431284706505526,0.11105873607349952,0.10424402786731429,0.12832033830276152,0.1379418081290193,0.1122348605000804,0.136073644469747,0.1887353864643696,0.10314890143276519,0.12868316041271136,0.19043664474796607,0.13290173064796434,0.12274362445275354,0.08145233441945722,1.0,0.2684765111772723,0.1431284706505526,0.1305404732078781,0.10191123682878715,0.11461970216135367,0.14729415415890018,0.41475612886541097,0.17472130924824278,0.12791460700394958,0.16889124045375054,0.11416712817123066,0.11305852650278052,0.12298369240793079,0.1267465439922256,0.18476615988180217,0.11244900690352934,0.09938108275677365,0.13627772493165527,0.2958794266287499,0.13655436445903374,0.12101543314737681,0.09825063839607834,0.11759997784159748,0.19235827151828241,0.1434976914593363,0.15460593032894043,0.18067128354970424,0.14977709392348773,0.13127811759335126,0.1246013442082545,0.19783532770239226,0.13539127164810175,0.13786068731686638,0.12977985831433392,0.13719613867711616,0.15460593032894046,0.12391148398274415,0.12409060081246917,0.1340287706833878,0.0956657190182528,0.14513381460260955,0.1256158064235288,0.11739513655908405,0.13546098018552125,0.12844114148536098,0.11997979783880532,0.11653139153608386,0.128722478204274,0.10630945573651183,0.13539127164810175,0.16788316511568532,0.1174421171497793,0.12906816471856977,0.17231796780600622
Bean Porridge with Plantain,0.20213918506312334,0.2130146278308104,0.21696546082689114,0.3524725765461948,0.23237894346881893,0.22103967475281017,0.21156305441724121,0.22617403856812693,0.21924725668045422,0.23712063191265725,0.20171685297692146,0.24456169155677052,0.23463736464896076,0.3180580361951004,0.22120510617810837,0.3457830555865078,0.4378489449783201,0.21099510140003655,0.16799165930759843,0.2684765111772723,1.0000000000000002,0.22103967475281017,0.4025195225131909,0.17518442888062125,0.21834657176002867,0.22747292540953212,0.3754224442945397,0.25186781438758254,0.3476499981576581,0.4007747237653573,0.19524731186240257,0.20565170290938262,0.20192574377705144,0.21812268694971781,0.26634787171893937,0.23027269664911246,0.21562310382886246,0.2241688638519293,0.30628922382675994,0.24839026705357015,0.2535162344266857,0.15173283873302718,0.21391253232577206,0.3492722263667227,0.24695033920697607,0.26576609654669503,0.2039862705062028,0.2574653735433193,0.33119818302511916,0.22429465357182143,0.7037018012939094,0.23299970974541545,0.2880509318103039,0.23325003018059112,0.33228169332804247,0.26576609654669514,0.2117143181957776,0.22302487273897187,0.23065493282263624,0.3877431857015676,0.3893732802797588,0.19399408705665203,0.20919050645080692,0.32807923247645393,0.2288737695953837,0.21563663137295672,0.22198827395756893,0.34295871775997083,0.1829517665967476,0.23299970974541545,0.2885895345267235,0.2548093974991664,0.22186692485028955,0.2501912979015234
Beef Suya Skewers,0.1965613640948909,0.1957498846551691,0.21226236914499402,0.3176386980845639,0.36369911447378217,0.8508673041969809,0.1856409587943707,0.4194027745997072,0.2144947032314271,0.23057753423335312,0.18760691729463194,0.22745479301412488,0.34320378599465123,0.1724192228146001,0.2151011809093138,0.21266826762824495,0.22215275965855755,0.2051729106139406,0.13615218390078423,0.1431284706505526,0.22103967475281017,1.0000000000000002,0.21820578429546808,0.17035039642712632,0.19159331501735158,0.24621050958807722,0.20014279857909048,0.31999351400279374,0.35032318700461323,0.28231126085439273,0.4189405366281006,0.1889837216044376,0.31603644075878895,0.2118640170280504,0.3383901655943803,0.1879648751200507,0.1661211007910296,0.22779592504893179,0.3206824674589338,0.2282583436655906,0.6385420073043526,0.6692959228423668,0.19657501438034325,0.2148142256018906,0.23986450745900853,0.2584325570080819,0.19835748113265442,0.40730504660278666,0.21943879860672322,0.32934122560234713,0.2232834153514768,0.2263141682479506,0.23044193620767173,0.21693437348076758,0.22933110556966532,0.2584325570080819,0.20712505387209107,0.20742445778376858,0.22403667082280124,0.15991066016227634,0.242599379831605,0.8776437409872088,0.2995044719961956,0.5229986486386985,0.3276856042822584,0.20055301810755397,0.19478881193176867,0.21516690282171275,0.17770226809327944,0.2263141682479506,0.28062620591038956,0.32373074227428084,0.21574473738227962,0.1973980140760815
Okra Soup with Fufu,0.199547612720982,0.2102836243502855,0.21418380477488247,0.249944991743469,0.22939967528486074,0.21820578429546808,0.29590089424825117,0.22327432180771506,0.21643634633506034,0.23408057181137615,0.19913069524132193,0.2414262316231219,0.23162914185204359,0.3139802993152293,0.21836909476877875,0.6833408486468219,0.3240240704042687,0.20828998972688487,0.1658378832456437,0.1305404732078781,0.4025195225131909,0.21820578429546808,0.9999999999999999,0.172938436246788,0.30538860396868606,0.22455655596887564,0.18254045136450725,0.24863868461030264,0.22969162271985855,0.3956364983925021,0.19274409838035544,0.20301509751687663,0.2857900548591953,0.21532619441158918,0.2629330970055682,0.22732043209140307,0.21285865777633162,0.3257397487815762,0.20138519892785436,0.24520572197908547,0.25026597069766743,0.14978751265420526,0.30939183617265054,0.34479430071639683,0.243784255061681,0.2623587806169599,0.20137101717639772,0.25416447895959193,0.23092993468091494,0.22141903190299278,0.3402788503508944,0.2300124828833175,0.3846976471338723,0.23025959402725021,0.3280215987503387,0.26235878061695994,0.20899998563675334,0.31313932229303515,0.22769776771734046,0.19784149351790598,0.24656381937115318,0.19150694083412237,0.20650853100607985,0.32387301652356265,0.2259394403066819,0.30276582060293833,0.5131050734565067,0.21843581515802243,0.18060619100678985,0.2300124828833175,0.2848896054126464,0.2515425544728115,0.2190224284410536,0.24698366229300184
Chin Chin,0.17000451504416866,0.1550590286073863,0.1816358036307746,0.1578588006576517,0.1702433428204636,0.17035039642712632,0.14676418205571218,0.13810122427495503,0.18354604234805139,0.31028629587208917,0.15955857481681726,0.19344895770336507,0.18559878834935728,0.1366504140516624,0.1860394697315106,0.16846055900437298,0.1589132104832174,0.17745257990926908,0.17118683282799685,0.10191123682878715,0.17518442888062125,0.17035039642712632,0.172938436246788,0.9999999999999971,0.1514700007394956,0.17530836065193459,0.14250693836706047,0.15378977066771102,0.16937010672246944,0.20194657445124575,0.1510148966407393,0.1496993591910094,0.14793299732308304,0.16819736509892025,0.16263125246505528,0.14881606429218946,0.13165885355034734,0.16294995317707583,0.14828952417699695,0.1808098998508544,0.16068917906687077,0.1169371483109993,0.15571263723599912,0.17016043310346596,0.1904267591132004,0.22351646636199468,0.17155796379730284,0.21653533408789252,0.18514551594374956,0.1645140225410063,0.17669086764928912,0.29038983221408354,0.18179452582560074,0.18450140304267376,0.16328978089187385,0.22351646636199474,0.17723973290068223,0.1764132759249609,0.2874675136501279,0.2066595728891787,0.19259795521060874,0.14950695919895707,0.16556592618768134,0.16122460870381386,0.18114444238432376,0.17056915707536272,0.15399629932118644,0.28954833562948956,0.14107659094103883,0.29038983221408354,0.37763638268613947,0.15558589294411415,0.1865960771125892,0.15598850146844961
Ogbono Soup with Eba,0.3182449240343038,0.20789639658882317,0.1863599405463641,0.1933703212532814,0.20854085901627467,0.19159331501735158,0.6243764365078935,0.172126764170619,0.1883198623605936,0.20502200178781374,0.26321021292212243,0.21884759367776627,0.20996674627758594,0.1703185016409269,0.1912609346074402,0.31199059707711474,0.1980664316920273,0.18243304139132208,0.12051999974036273,0.11461970216135367,0.21834657176002867,0.19159331501735158,0.30538860396868606,0.1514700007394956,1.0,0.19716954390493624,0.16027774109934972,0.191680672829309,0.2270840672336606,0.22555150650715053,0.1822544889208072,0.20071038511577705,0.2512817430659072,0.20646854394533376,0.20270052917193146,0.16568379347829287,0.16409711467086918,0.2877501369706884,0.1848252692254823,0.24242204394145178,0.18072733113954845,0.13151936457726032,0.464980479491023,0.22814370244622406,0.23375595485225414,0.2297897769663808,0.17637298441333882,0.22261270918990356,0.20771112565909072,0.21574973500160693,0.21324190193636733,0.22055069779106048,0.4004629617515091,0.20872528115646957,0.18365223143413423,0.22978977696638087,0.1818495331072945,0.36636905913539897,0.21833120066358191,0.14286946408446205,0.23642117910584493,0.16815067373996917,0.26523629840044444,0.18132952955676393,0.20322239965005437,0.3542321929433474,0.6551439135814892,0.1913193723823352,0.17317678133208006,0.22055069779106048,0.24952364366790447,0.19391932579647253,0.19183316397397265,0.19107928424078
Chinese Fried Rice,0.20228218559928257,0.2758353847145656,0.4384682146545873,0.31178243693790175,0.43366618758936526,0.24621050958807722,0.19104394729140847,0.28122379480740367,0.5207703131528683,0.2372883795835869,0.19306712404367374,0.38915236569327305,0.22457598617773647,0.2440516833264697,0.2213615946332031,0.21885787261166414,0.22861840610218484,0.3638227946080598,0.23805458128232654,0.14729415415890018,0.22747292540953212,0.24621050958807722,0.22455655596887564,0.17530836065193459,0.19716954390493624,1.0000000000000004,0.20596785596680617,0.4892155006263811,0.3430311190994428,0.29052779078877033,0.3026793706973837,0.303191275635826,0.3110830619929158,0.21803021469462627,0.3697317401784795,0.19343550005495908,0.2681048094237319,0.35466382093105486,0.21333477912823834,0.3216437555006505,0.20817152120616533,0.16901137584228737,0.20229623316955705,0.3026993587528242,0.2468456455821108,0.2659541090504919,0.2834087307119469,0.2576475138168524,0.49129451084564024,0.28640130188463736,0.2297819689710992,0.2329009304350322,0.23714883504428177,0.29720056155926583,0.2360056742287204,0.26595410905049194,0.21315332635455986,0.2134614442693393,0.2305571475712058,0.16456478101481675,0.24966011506552796,0.216085112705247,0.20194386388675067,0.2330208435064338,0.3554558507699173,0.2063900147322135,0.2004580441801582,0.2214292293494306,0.18287420491498604,0.2329009304350322,0.28879369315214987,0.277869623289305,0.22202388149973745,0.3418065624565573
Akara (Bean Cake),0.16443377171945034,0.16375492709725986,0.26165236173500256,0.16711362242549554,0.1979094568614367,0.20014279857909048,0.155298286521033,0.145768982073871,0.1794359396547579,0.19289006159652733,0.15694291273092129,0.19027772666923404,0.2639169430525827,0.14423761889775122,0.1799432896749298,0.26629588689539213,0.18584230088526674,0.1716377768452047,0.11389836059459915,0.41475612886541097,0.3754224442945397,0.20014279857909048,0.18254045136450725,0.14250693836706047,0.16027774109934972,0.20596785596680617,0.9999999999999999,0.24432044613767442,0.17886858783966308,0.23616800603170024,0.15964488710087119,0.15809468091600393,0.17197347436352473,0.17723523425864182,0.2583665999739567,0.15724236301008032,0.13896891330113625,0.19056310130221915,0.41374113911994104,0.19094993844898311,0.16922117138043566,0.1373881635246652,0.16444519089092546,0.268982981628449,0.20065909617961486,0.21619223228134565,0.2526405553567243,0.20943985920228503,0.18357193176106096,0.17423550760521114,0.27664178876640166,0.4257974415530549,0.19277662681801339,0.18147685030216834,0.19184735939870126,0.21619223228134568,0.17327084588882105,0.17352131278342867,0.18741829024486137,0.13377355773709657,0.20294695870777818,0.17565407447660225,0.1641587523692224,0.189421011412814,0.17960486402691683,0.16777299724692687,0.16295093993766158,0.17999826946198072,0.1486571601709717,0.18932353491704357,0.2347583702099667,0.16422444738334435,0.1804816580295224,0.24095974871665085
Fried Rice with Beef Stir-Fry,0.1774526372717738,0.5364199530500904,0.51901629251333,0.22226974982540906,0.32819327277732385,0.194044876624651,0.18572560260341223,0.2940699648502407,0.5662099196163299,0.2081619230398633,0.17708188311800782,0.46922496544354136,0.28811960321044305,0.5093699389526747,0.1941901044917647,0.29239397573868303,0.19191680282768211,0.31052347243333706,0.2278502720453846,0.17472130924824278,0.25186781438758254,0.31999351400279374,0.24863868461030264,0.15378977066771102,0.191680672829309,0.4892155006263811,0.24432044613767442,0.9999999999999999,0.20425894178881548,0.2295411485690683,0.2710312103524021,0.18053618366624574,0.2705551273262531,0.19148413028352623,0.5815978644245218,0.20215030202732723,0.18928981245872017,0.19679190886378553,0.2589011893320862,0.36042602213388336,0.3413608005306272,0.21965977062759512,0.1877881470375871,0.6787949518224324,0.21679116275131124,0.23330901781813676,0.3967265672653491,0.2260220329232906,0.5360440072060326,0.6376344553393429,0.2912564819431328,0.20454427460450217,0.25287228452201466,0.3261430121882668,0.44603188259467563,0.2333090178181368,0.18585839306863847,0.19578762936228078,0.2024858570412216,0.17593542868201642,0.21926295888285421,0.17030227144026003,0.18364280557637327,0.1836497593251708,0.4216960355290686,0.1893016879314276,0.1948776267445537,0.19424943724383142,0.1606085107446373,0.20454427460450217,0.2533451095828288,0.34817563016979264,0.4582761766532969,0.5237763649609143
Grilled Fish with Plantain,0.19543024209226045,0.22372577004402874,0.20947065018532557,0.8602712284074934,0.3259617465365966,0.35032318700461323,0.22002909634067466,0.6153202827157371,0.21167362414816027,0.22925066451261952,0.19445168753688924,0.23575339853002308,0.34058453655187443,0.18149496450908187,0.21386337062223792,0.24306206883786435,0.5117048632916975,0.20399223304483752,0.1350105712599194,0.12791460700394958,0.3476499981576581,0.35032318700461323,0.22969162271985855,0.16937010672246944,0.2270840672336606,0.3430311190994428,0.17886858783966308,0.20425894178881548,1.0,0.2526704099541028,0.4781535460511092,0.49470704749454936,0.2832445450080155,0.23191753689339717,0.5388538209513104,0.1859263186958865,0.4239450921182973,0.32337092562264486,0.2942775972518853,0.4807333714227911,0.2016901553717576,0.33418470590282784,0.22466882440891886,0.24551471958134613,0.2625683518059418,0.256945394193691,0.19721602328650728,0.24892016986331716,0.31783750683337697,0.23379982098059904,0.3512164707496129,0.24773543521169766,0.2380518843543942,0.41228614356505366,0.20495431907706027,0.2569453941936911,0.20440090195460228,0.21499226379342112,0.24524236630584478,0.33768103373772446,0.39839339839875526,0.42726319148343667,0.20146453739263553,0.20236220365337054,0.22042084459356576,0.207870122136195,0.23087149810562346,0.3297085964624412,0.19452228318274112,0.24773543521169766,0.27901132865573885,0.20664449730338952,0.2145032237179412,0.38105015080419025
